Subject,Number,Course Title,Overall_GPA,Total_Students,A_range,B_range,C_range,D_range,F_range,RateMySchedule_Score
ECON,102,Microeconomic Principles,3.4296885638264314,294,56.716813977843394,33.2670827339945,6.616629760012113,2.4019134680899388,0.99756006006006,5.822988790758748
ECON,102,Microeconomic Principles,3.385425440800641,652,59.89304471603493,25.41909857899909,9.970686639793668,3.923283672361015,0.7938863928112965,6.00223260304591
MATH,231,Calculus II,3.1904761904761907,21,28.57142857142857,61.90476190476191,9.523809523809524,0.0,0.0,3.2321567148931205
ECON,102,Microeconomic Principles,3.2467530631678296,125,51.47030475781171,29.123979295176454,15.31109903259514,2.530589543937708,1.564027370478983,4.886535003371887
MATH,231,Calculus II,2.946219796917683,1047,31.02189707289368,42.31808184420624,19.00459091931355,5.548513887719349,2.1069162758671838,2.717954533343596
ECON,102,Microeconomic Principles,3.4075163495928464,576,60.399877709251,27.340015781036183,8.765573710438144,1.8308253138414068,1.663707485433256,5.97381362416039
ECON,102,Microeconomic Principles,3.528492176386913,75,67.99431009957326,21.301564722617357,8.036984352773827,1.3157894736842104,1.351351351351351,6.775358268130583
ECON,102,Microeconomic Principles,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,4.947578537064486
ECON,102,Microeconomic Principles,3.427926129911424,285,62.7744814141873,24.52981868423045,7.423410805763747,2.115334872687814,3.1569542231306937,6.028389546768382
ECON,102,Microeconomic Principles,2.9838203463203463,131,36.807359307359306,36.82900432900433,19.5995670995671,5.216450216450217,1.5476190476190477,3.3137444303580352
MATH,231,Calculus II,3.313597161869289,519,49.49730090792593,35.26471794760095,10.041366717127165,3.1373995781647626,2.059214849181197,4.851287401349175
MATH,231,Calculus II,2.874711346881849,491,31.18815169024374,35.66115428040114,24.82151158929402,6.521883509331207,1.807298930729893,2.540181379707987
ECON,102,Microeconomic Principles,3.059865493395493,217,49.1017871017871,21.354467754467755,22.77509712509713,4.732905982905983,2.0357420357420355,4.266917926849664
MATH,231,Calculus II,2.6056540985758576,800,24.241079472224676,34.353287112497426,25.46364448232675,10.105551317504071,5.836437615447079,1.2093156339087534
ECON,102,Microeconomic Principles,3.0441018342821,96,36.40101201771031,38.45667299177736,19.76597090449083,3.2258064516129026,2.150537634408602,3.2056204423615893
ECON,102,Microeconomic Principles,3.27059011627907,83,52.99418604651163,32.616279069767444,9.563953488372093,2.412790697674419,2.412790697674419,5.117889416002769
ECON,102,Microeconomic Principles,3.095603163965006,291,44.49213621539598,31.215023256619183,17.534511787482927,4.077881520581011,2.680447219920904,3.9594780849619036
ECON,102,Microeconomic Principles,3.4903813729270388,267,63.10212749067239,28.93567818490419,4.92506719286905,1.946901567644601,1.0902255639097744,6.46972011209048
ECON,102,Microeconomic Principles,3.2946260683760684,118,54.2948717948718,31.303418803418804,11.004273504273504,1.688034188034188,1.709401709401709,5.293761557416988
ECON,102,Microeconomic Principles,3.1547832899314248,483,41.99699143386374,37.80710069806196,15.870964970678026,4.3249428973962685,0.0,4.2030906744743675
STAT,107,Data Science Discovery,3.571817621507857,4345,75.51208972326786,14.575487003037138,5.720978676490023,1.6016265326587151,2.589818064546264,7.375051031697071
MATH,231,Calculus II,3.0870951840886107,2148,44.97970196531711,28.45176516412683,19.713434159459936,4.849319680286645,2.005779030809486,4.019252187379346
MATH,231,Calculus II,2.600824301137799,474,25.679619741425142,34.483541715583875,22.543038021396644,11.274560495332132,6.019240026262206,1.4167140459603291
ECON,102,Microeconomic Principles,3.3343567251461987,74,59.50292397660819,24.34210526315789,9.429824561403509,4.02046783625731,2.704678362573099,5.691781295389112
ECON,102,Microeconomic Principles,3.331959351182333,224,53.29131652661064,33.13041495668035,8.843723535925998,3.8707576053677286,0.8637873754152824,5.416934776456688
MATH,231,Calculus II,2.57375925925926,240,25.740740740740744,27.96296296296296,29.62962962962963,8.148148148148149,8.518518518518519,0.7949090313584178
ECON,102,Microeconomic Principles,3.537437689210509,714,64.46761358018965,27.33161833567513,6.28185498875154,0.9636591989533164,0.955253896430367,6.580600246411202
ECON,102,Microeconomic Principles,3.197836059952546,227,51.50367591931059,30.432488334965115,11.437864394520744,2.6524392933061662,3.973532057897383,4.66348165186683
ECON,102,Microeconomic Principles,3.050847106297474,139,41.46683448154036,35.83979199788023,15.246864511570394,4.427083333333333,3.0194256756756754,3.703582107299414
ECON,102,Microeconomic Principles,3.5165,40,62.5,25.0,12.5,0.0,0.0,6.308565591116385
ECON,102,Microeconomic Principles,2.9334453781512604,103,39.83193277310925,33.02521008403361,15.490196078431373,9.69187675070028,1.96078431372549,3.657672544942886
MATH,231,Calculus II,2.2997199150086924,384,19.44314136703552,25.93890559894037,26.307293247606168,20.96222301939899,7.348436767018958,0.4160135242259157
MATH,231,Calculus II,3.282896551724138,145,51.03448275862069,33.793103448275865,10.344827586206897,3.4482758620689653,1.3793103448275863,5.066445244841658
MATH,231,Calculus II,2.631063631369128,2164,24.703099398195587,33.836484393163715,28.06293035460996,8.254242524406566,5.14324332962417,1.2665250748213672
ECON,102,Microeconomic Principles,3.4112101045883945,157,50.86201079622132,41.47435897435898,5.772604588394062,0.625,1.266025641025641,5.278899628940201
ECON,102,Microeconomic Principles,3.392069315455065,921,55.46270985376476,32.358798084126185,10.129083140843315,1.6246225964794263,0.4247863247863248,5.651906233672852
MATH,231,Calculus II,2.8132,25,36.0,24.0,24.0,16.0,0.0,3.2438136453182707
ECON,102,Microeconomic Principles,3.273722991968929,482,56.15626342637543,23.51740010933419,14.158122706031252,4.831745348619994,1.3364684096391413,5.3943378329321074
ECON,102,Microeconomic Principles,3.308924035487552,516,56.54079305118358,28.312453304701094,8.899445906854364,4.193438128339191,2.0538696089217763,5.5281731244731125
MATH,231,Calculus II,3.2110000000000003,60,36.66666666666666,50.0,10.0,3.333333333333333,0.0,3.95393277758797
MATH,231,Calculus II,3.0463636363636364,22,40.909090909090914,31.818181818181817,27.27272727272727,0.0,0.0,3.6534317833239
ECON,102,Microeconomic Principles,3.4396283783783783,151,60.953058321479375,26.458036984352773,7.983641536273115,3.289473684210526,1.3157894736842104,6.113984592249517
ECON,102,Microeconomic Principles,3.470535714285714,143,60.09920634920635,30.793650793650794,4.92063492063492,2.7976190476190474,1.3888888888888888,6.148146524834171
ECON,102,Microeconomic Principles,3.2073600577297947,369,43.564477432898485,39.70554056080372,11.977545359124306,3.355750487329434,1.3966861598440543,4.302540042320907
ECON,102,Microeconomic Principles,3.124157945332038,391,48.635347098859896,26.796000495052823,16.607766938090503,5.167963421129245,2.7929220468675275,4.361461154225981
MATH,231,Calculus II,3.6136,25,68.0,28.000000000000004,4.0,0.0,0.0,7.147962698241373
MATH,231,Calculus II,2.5060373913280465,394,26.333360586487885,29.384351238655874,22.494753767748616,11.596217262148096,10.191317144959529,0.8400224160906343
ECON,102,Microeconomic Principles,3.411665808752651,137,63.53682282629652,19.729708887603625,15.43454790823212,0.0,1.2989203778677465,6.070475025624663
ECON,102,Microeconomic Principles,2.9886766917293235,73,38.19548872180451,34.473684210526315,20.30075187969925,2.857142857142857,4.172932330827067,3.035997975984258
ECON,102,Microeconomic Principles,3.1628413438546152,149,50.866266684057216,30.505195426285816,10.428350941263425,4.416112342941611,3.784074605451937,4.657114980207692
MATH,231,Calculus II,2.473870967741936,31,25.806451612903224,32.25806451612903,22.58064516129032,9.67741935483871,9.67741935483871,0.8519789031870229
ECON,102,Microeconomic Principles,3.381950544083923,248,53.92982751877599,34.69079712002538,9.192842550215532,1.8381007552339728,0.3484320557491289,5.554604854984785
MATH,231,Calculus II,3.163791703294445,1239,47.50826128698186,32.89701404057436,14.086700373942795,3.8945886414751087,1.613435657025871,4.535609943157204
MATH,231,Calculus II,2.7324297880768467,543,26.593384828678943,35.902158843335314,26.44112695583284,7.39280055456526,3.670528817587641,1.7455622040292298
MATH,257,Linear Algebra w Computat Appl,3.1997214390367024,570,45.442065475677474,36.5028748722621,12.624813779687518,4.5517784809347335,0.8784673914381749,4.5209904400146215
ECON,102,Microeconomic Principles,3.2186147186147185,64,50.0,29.725829725829723,13.997113997114,4.68975468975469,1.5873015873015872,4.787624260750235
MATH,231,Calculus II,3.1583392255892258,252,41.5993265993266,41.95286195286195,12.306397306397306,2.356902356902357,1.7845117845117846,4.039264108396387
ECON,102,Microeconomic Principles,3.034296474358974,159,44.631410256410255,32.05128205128205,13.189102564102564,8.205128205128204,1.9230769230769231,4.216492023420109
MATH,231,Calculus II,2.796027201783723,74,33.837235228539576,35.31326644370123,13.47603121516165,13.30880713489409,4.064659977703456,2.8348579346991687
MATH,231,Calculus II,2.46,58,20.689655172413797,34.48275862068966,25.86206896551724,10.344827586206897,8.620689655172415,0.418735413950595
ECON,102,Microeconomic Principles,3.271370867071525,156,59.58502024291498,22.47722672064777,9.009784075573547,5.689102564102564,3.238866396761133,5.6143761085746196
ECON,102,Microeconomic Principles,3.501310924369748,69,68.109243697479,15.882352941176473,14.537815126050422,1.4705882352941175,0.0,6.736321697612907
MATH,231,Calculus II,3.301887351778656,45,48.71541501976285,33.399209486166015,15.711462450592885,2.1739130434782608,0.0,4.8691789781502495
ECON,102,Microeconomic Principles,2.9307257347915243,136,37.19583048530417,32.130325814536334,19.10287081339713,10.155502392344497,1.4154704944178629,3.3667204091277183
ECON,102,Microeconomic Principles,3.2374592245989304,271,48.56283422459893,29.89495798319328,18.58861726508785,2.953590527119939,0.0,4.728096640657558
ECON,102,Microeconomic Principles,3.3632371692249743,416,58.79822149944101,24.63867559599267,13.167665118884631,2.919247309491212,0.4761904761904761,5.825643796997732
MATH,231,Calculus II,2.7925,24,33.33333333333333,29.166666666666668,29.166666666666668,8.333333333333332,0.0,2.808577394992247
ECON,102,Microeconomic Principles,3.4969823948782928,292,65.30289202889823,25.14172722377057,4.108742030568656,3.42454215519231,2.0220965615702458,6.565757274811006
MATH,257,Linear Algebra w Computat Appl,3.1941842481001053,1095,48.32612312350369,31.93107876294008,13.897575464432002,4.477109536796935,1.368113112327299,4.662815245691546
ECON,102,Microeconomic Principles,3.4601150265957443,188,64.85593971631207,22.42612293144208,12.162381796690308,0.5555555555555556,0.0,6.513295118856163
ECON,102,Microeconomic Principles,3.439672300738477,276,55.82155589508531,34.10364145658264,8.256939139292081,1.8178635090399795,0.0,5.830638579891986
MATH,231,Calculus II,2.881238095238095,210,36.66666666666666,32.857142857142854,18.09523809523809,9.523809523809524,2.857142857142857,3.12897945416018
ECON,102,Microeconomic Principles,2.9734848484848486,69,43.18181818181819,29.41919191919192,13.131313131313131,10.1010101010101,4.166666666666666,3.741191554367739
MATH,231,Calculus II,2.6640140300739383,839,39.00208097659064,23.23697734012116,16.63842211365357,9.611544095095628,11.510975474539002,2.062889121377987
MATH,257,Linear Algebra w Computat Appl,3.434810275917871,200,62.73547507724723,25.069644689897853,8.780661312306881,2.6205681268972407,0.7936507936507936,6.3200074316777535
MATH,231,Calculus II,3.3177272727272733,22,54.54545454545454,22.727272727272727,18.181818181818183,4.545454545454546,0.0,5.312469368942131
ECON,102,Microeconomic Principles,3.784529581529581,128,82.85714285714286,13.867243867243866,3.275613275613276,0.0,0.0,8.578582952301973
ECON,102,Microeconomic Principles,2.8225579975579973,85,25.21978021978022,44.297924297924304,21.517094017094013,5.448717948717949,3.5164835164835164,1.8542773312889516
MATH,231,Calculus II,2.705275229357798,218,26.605504587155966,33.02752293577982,28.899082568807337,11.009174311926609,0.4587155963302752,2.112395877014713
ECON,102,Microeconomic Principles,3.3086724447647526,179,63.1053288298948,20.15521803670159,7.246466450100036,5.612804681281329,3.880182002022245,5.917003055426095
ECON,102,Microeconomic Principles,3.391672782198644,195,62.05717653993516,22.69967580312408,12.700412614205716,0.8547008547008547,1.688034188034188,5.972102574504502
ECON,102,Microeconomic Principles,3.577459789746698,497,69.21525489513498,24.086673795201445,5.173621758898241,0.9413259413259412,0.5831236094393989,7.117982074512738
MATH,231,Calculus II,2.8323502304147468,217,23.50230414746544,43.31797235023041,26.72811059907834,3.686635944700461,2.7649769585253456,1.6229015111917617
ECON,102,Microeconomic Principles,3.3228736710444027,80,53.62726704190119,33.98999374609131,7.442151344590369,3.658536585365853,1.282051282051282,5.434196840118607
MATH,231,Calculus II,2.776536796536797,231,19.913419913419915,51.51515151515152,19.480519480519483,6.493506493506493,2.5974025974025974,1.5646141331866255
MATH,231,Calculus II,2.24,25,32.0,8.0,24.0,24.0,12.0,0.9400172355473814
MATH,231,Calculus II,2.5680050050050047,492,24.67967967967968,34.28428428428428,23.46846846846847,9.31931931931932,8.248248248248249,0.9587343265931471
IS,445,Data Visualization,3.8653359968201104,432,92.03055124989584,4.415797390625659,2.6961742587218263,0.327932098765432,0.5295450019912386,9.381175568648413
MATH,257,Linear Algebra w Computat Appl,3.229248039215686,143,47.46078431372549,32.98039215686275,14.686274509803924,3.4705882352941178,1.4019607843137254,4.563884922508859
ECON,102,Microeconomic Principles,3.1976090407818814,193,47.59259162483247,32.2820824715775,15.016946032746182,2.510398098633393,2.597981772210447,4.37947033668373
STAT,107,Data Science Discovery,3.287793655543917,286,66.7913611651454,14.272532295875106,8.15252631053918,4.371789116664172,6.411791111776148,5.843759472746384
MATH,231,Calculus II,3.683731060606061,57,84.0909090909091,6.628787878787879,9.280303030303031,0.0,0.0,8.436583488058538
ECON,102,Microeconomic Principles,3.48401958077428,255,66.54305176861568,22.270109798305285,8.708825635517364,2.4780127975616697,0.0,6.799241099971379
MATH,231,Calculus II,2.601274718588379,382,24.150233703017395,35.43297286832425,23.702187681500124,11.04350471554609,5.671101031612136,1.2871027389015908
MATH,231,Calculus II,3.2408,25,64.0,20.0,8.0,0.0,8.0,5.350385533471919
MATH,231,Calculus II,3.1300000000000003,23,43.47826086956522,26.08695652173913,26.08695652173913,4.3478260869565215,0.0,3.9587053863684476
ECON,102,Microeconomic Principles,3.420422915793884,134,60.35609551738584,24.248708280966348,11.737187543639156,3.658008658008658,0.0,6.10766409040864
MATH,231,Calculus II,3.072173913043478,46,43.47826086956522,26.08695652173913,21.73913043478261,8.695652173913043,0.0,4.094968343975666
ECON,102,Microeconomic Principles,3.349102451641925,117,60.5353126405758,29.159919028340084,5.08659469185785,4.340980656770131,0.8771929824561403,6.211650108108046
MATH,231,Calculus II,2.7692359293268787,1646,33.372864875490016,30.40429961429728,21.88165790462489,10.430350349049167,3.9108272565386497,2.501602917446416
ECON,102,Microeconomic Principles,3.259917748917749,139,52.69480519480519,29.4534632034632,9.987373737373735,3.575036075036075,4.289321789321789,4.800337678085973
MATH,231,Calculus II,3.1450000000000005,226,48.67256637168141,30.53097345132743,14.15929203539823,4.424778761061947,2.2123893805309733,4.544807456789752
ECON,102,Microeconomic Principles,2.7370711076651486,188,30.110016605795856,36.04704361068847,22.1144087303041,7.391877416234294,4.336653636977284,2.125125841686114
ECON,102,Microeconomic Principles,3.0537561853351325,115,43.5672514619883,31.286549707602337,16.44174538911381,4.363472784525416,4.340980656770131,3.6601693044067067
ECON,102,Microeconomic Principles,3.1877710703090014,165,46.3537841468876,34.77235408269891,12.90282131661442,4.793551276309897,1.1774891774891774,4.545777192413455
MATH,231,Calculus II,2.7403125,32,31.25,31.25,25.0,12.5,0.0,2.7520581946189058
MATH,231,Calculus II,2.857142857142857,56,35.714285714285715,28.57142857142857,25.0,7.142857142857142,3.571428571428571,2.681327161430642
ECON,102,Microeconomic Principles,3.12436974789916,104,45.21008403361344,30.72829131652661,16.330532212885156,6.750700280112045,0.9803921568627452,4.324095300286387
MATH,231,Calculus II,2.5945142857142858,175,24.571428571428573,32.0,28.57142857142857,10.285714285714285,4.571428571428571,1.3057129760911217
ECON,102,Microeconomic Principles,3.45723665973666,150,56.06375606375607,35.29106029106029,5.2668052668052665,1.351351351351351,2.027027027027027,5.673870019361156
ECON,102,Microeconomic Principles,3.848787878787879,33,90.9090909090909,6.0606060606060606,3.0303030303030303,0.0,0.0,9.338337043527593
ECON,102,Microeconomic Principles,2.818589040167988,117,38.19458556300662,30.365327733748785,15.239675765991556,8.80692722797986,7.393483709273183,2.69171308334988
ECON,102,Microeconomic Principles,3.108519230769231,119,46.17521367521368,32.71367521367521,15.213675213675211,5.064102564102565,0.8333333333333334,4.467220847379401
ECON,102,Microeconomic Principles,3.629960095389508,254,79.00883236177354,13.170817876700228,3.260378025083908,2.1238297120650063,2.436142024377318,7.823237472606947
MATH,231,Calculus II,2.808723404255319,235,30.21276595744681,37.02127659574468,22.127659574468083,6.808510638297872,3.829787234042553,2.233122574175425
ECON,102,Microeconomic Principles,3.211494514472456,141,51.82889822595705,31.120448179271705,13.517740429505135,2.124183006535948,1.4087301587301586,4.993477456597079
ECON,102,Microeconomic Principles,2.945327151625963,179,35.003267059294224,37.86268607830577,18.246998803874867,4.437591082752373,4.449456975772765,2.7661013128310583
ECON,102,Microeconomic Principles,3.612195354357557,376,72.22672798155185,20.07592538554863,6.631106092974774,0.6903006903006903,0.3759398496240601,7.37995845268853
ECON,102,Microeconomic Principles,3.37695867071525,157,50.4504048582996,38.77699055330634,8.239709851551957,0.625,1.9078947368421053,5.047330321046912
ECON,102,Microeconomic Principles,2.989373989373989,228,33.21783321783322,39.05058905058905,22.48787248787249,3.9385539385539383,1.305151305151305,2.9220168682093246
ECON,102,Microeconomic Principles,3.240742503479048,475,49.08206526389427,30.8255570383458,16.139570376293406,3.5367029579937417,0.4161043634727844,4.804569574921652
MATH,231,Calculus II,2.894090909090909,22,13.636363636363637,72.72727272727273,9.090909090909092,0.0,4.545454545454546,1.133738668987403
MATH,257,Linear Algebra w Computat Appl,3.475229210771664,772,66.32045853743966,22.1892561515203,7.3990156537326355,2.697422980441848,1.3938466768655449,6.621754809068844
ECON,102,Microeconomic Principles,3.2848784140104668,578,60.276955327112205,21.07779541293868,9.55535260687225,5.142091094069299,3.947805559007567,5.559560560305942
ECON,102,Microeconomic Principles,3.387986089307518,262,56.46694575266004,30.57343450200593,9.250828536542825,3.311965811965812,0.3968253968253968,5.7769737566559405
ECON,102,Microeconomic Principles,3.214261211822255,140,58.77728449870514,19.55440457105274,10.66099395733136,8.501870349817075,2.505446623093682,5.567095480510188
ECON,102,Microeconomic Principles,3.1910959586386074,339,46.835989889657625,32.838293577276644,16.141463325748756,3.2865319566545472,0.8977212506624271,4.5139376118851615
MATH,231,Calculus II,2.8204166666666666,24,37.5,37.5,4.166666666666666,20.833333333333336,0.0,4.098917140757536
ECON,102,Microeconomic Principles,3.1856591509437453,618,53.75212597203684,23.629239509472782,15.623880297713402,3.715175957651955,3.279578263125015,4.8112972129623355
MATH,231,Calculus II,2.7942857142857145,21,23.809523809523807,47.61904761904761,19.047619047619047,9.523809523809524,0.0,2.3143369714362656
IS,445,Data Visualization,3.890327830972231,304,93.41818327447989,4.556379155435759,1.04928453025206,0.3144654088050314,0.6616876310272536,9.556035842216886
ECON,102,Microeconomic Principles,3.238177408177408,194,51.09494109494109,29.366943866943863,13.339570339570338,4.658004158004158,1.5405405405405406,4.924176485574297
MATH,231,Calculus II,2.777389763014763,498,27.28729603729604,37.101787101787096,24.446386946386944,8.556721056721056,2.6078088578088576,2.0502913550074187
IS,445,Data Visualization,3.9655172413793114,29,96.55172413793105,3.4482758620689653,0.0,0.0,0.0,10.0
ECON,102,Microeconomic Principles,3.280146929824561,156,56.49122807017544,27.559885290148447,8.927968960863698,3.8149460188933872,3.205971659919028,5.345674841430476
MATH,231,Calculus II,3.037450929152148,457,42.85907859078591,31.408246225319395,15.65040650406504,6.345334881920248,3.736933797909408,3.7062236008263043
ECON,102,Microeconomic Principles,3.583955492881178,12369,72.19973960479292,18.2703721664343,6.374227957421533,1.8325786060571303,1.3230816652941066,7.239647134041289
ECON,102,Microeconomic Principles,3.459248227349445,743,63.671112170495945,24.542866576852308,8.748364778443818,2.1524692850807714,0.8851871891271516,6.401327237271551
MATH,231,Calculus II,2.401799100449775,75,18.49075462268865,38.18090954522739,23.688155922038977,9.245377311344328,10.394802598700648,0.021040295820977134
ECON,102,Microeconomic Principles,3.279233406244128,461,58.29799200245808,24.440005946096047,10.776799760992374,3.2030477977726988,3.2821544926808084,5.430775359565339
ECON,102,Microeconomic Principles,3.3862115979171143,303,65.54684672092506,17.65286950570197,10.82217092617101,4.160615907753788,1.8174969394481588,6.334667262387574
ECON,102,Microeconomic Principles,3.102292490118577,93,45.32608695652174,33.33399209486166,10.6699604743083,7.58300395256917,3.0869565217391304,4.226623479015167
MATH,231,Calculus II,3.3513913043478256,115,66.08695652173913,14.782608695652174,16.52173913043478,0.0,2.608695652173913,6.050459660170067
ECON,102,Microeconomic Principles,3.052110541177106,211,39.692921874292985,34.27458152240074,19.02973328475348,4.805925069082964,2.196838249469828,3.525925821075954
ECON,102,Microeconomic Principles,3.0311663010192422,215,36.5086710674946,39.53717850776675,17.657554863437216,3.15530058177117,3.1412949795302736,3.143632766266966
MATH,231,Calculus II,2.8470833333333334,24,25.0,45.83333333333333,16.666666666666664,12.5,0.0,2.5270733696817165
MATH,231,Calculus II,2.556087119195747,1487,27.05649059541776,28.425743510085205,25.962127195684307,12.581185191191764,5.974453507620964,1.4078527588980867
MATH,231,Calculus II,2.963302752293578,109,40.36697247706422,34.86238532110092,11.009174311926609,8.256880733944955,5.504587155963304,3.3663898342862133
MATH,231,Calculus II,2.704682971014493,400,27.244363929146537,34.32971014492753,24.8389694041868,8.554750402576488,5.032206119162641,1.655387940107717
ECON,102,Microeconomic Principles,3.061729542042042,298,41.006006006006,35.668168168168165,18.63457207207207,3.719031531531531,0.9722222222222222,3.8394219215943894
ECON,102,Microeconomic Principles,3.02263739435168,243,39.10894660894661,37.31034838177696,15.195191713048857,7.5061842918985775,0.8793290043290043,3.79161172115019
ECON,102,Microeconomic Principles,3.3407271416153,147,53.02572309151256,31.936541804962857,9.574047731942468,4.093567251461988,1.37012012012012,5.296490424126043
